,title,title_label
395,강동구  어르신사랑방   개소 선풍기 지원,0
396, 공공자전거 확대했는데 헬멧은 어쩌나  헬멧관리 골머리,1
397,경기도공유자전거  에브리바이크  팁스 프로그램 선정,1
398,편리함 넘어 차량위주 도로문화 바꾸는 공유자전거,0
399,전남형 공유자전거  온누리  워밍업  순차적 확대,1
400, 공유경제  자동차 숙소 이어 이번엔 공유자전거  한중일 공유자전거 붐,1
401, 국민카드  가심비 높이고 지구온도 낮추는   특화 상품  출시,0
402, 전기차 충전   할인에 포인트 적립까지   친환경카드  쏟아진다,0
403, 뉴스투데이    국민카드   그린 웨이브   카드 상품 출시,0
404, 국민카드    특화 상품  출시,0
405,마르크 뤼터 네덜란드 총리   서울시 명예시민  된다,0
406,  서울의비전 걷는 도시 서울 서울역고가에서 시작,1
407, 서울시민  명 중  명  공유도시 사업  알고 있다 ,1
408, 나  사회주택 산다 저는  핵인싸  사회주택만 두 번째 살아요 ,1
409, 기장 시  기장 어업인    원전 오염수 해양방류 결정 규탄,0
410, 국민카드    특화  국민 그린 웨이브   카드  출시,0
411, 국민카드    특화 상품  출시,0
412,마르크 뤼터 네덜란드 총리   서울시 명예시민  된다,0
413,  서울의비전 걷는 도시 서울 서울역고가에서 시작,1
414, 서울시민  명 중  명  공유도시 사업  알고 있다 ,1
415, 나  사회주택 산다 저는  핵인싸  사회주택만 두 번째 살아요 ,1
416, 기장 시  기장 어업인    원전 오염수 해양방류 결정 규탄,0
417, 영상   스마트폰만 있음 차 자전거  빌려  타고 어디든 갈 수 있어 ,1
418,서울시  공공자전거 시범 운영  다음달  일  대 본격 투입,1
419, 쏘카 에어비앤비 같은 공유경제에 미래가 달려  사드 배치로 서울 관광 궤멸적 타격 우려 ,0
420, 국민카드  가심비는 높이고 지구 온도는 낮추는   특화 상품  출시,0
421,마르크 뤼터 네덜란드 총리   서울시 명예시민  된다,0
422,  서울의비전 걷는 도시 서울 서울역고가에서 시작,1
423, 서울시민  명 중  명  공유도시 사업  알고 있다 ,1
424, 나  사회주택 산다 저는  핵인싸  사회주택만 두 번째 살아요 ,1
425, 기장 시  기장 어업인    원전 오염수 해양방류 결정 규탄,0
426, 영상   스마트폰만 있음 차 자전거  빌려  타고 어디든 갈 수 있어 ,1
427,서울시  공공자전거 시범 운영  다음달  일  대 본격 투입,1
428, 쏘카 에어비앤비 같은 공유경제에 미래가 달려  사드 배치로 서울 관광 궤멸적 타격 우려 ,0
429, 티머니 로 진에어 항공권 구매 가능해진다,1
430,서울시  공공자전거 시범 운영  다음달  일  대 본격 투입,1
431, 쏘카 에어비앤비 같은 공유경제에 미래가 달려  사드 배치로 서울 관광 궤멸적 타격 우려 ,0
432, 티머니 로 진에어 항공권 구매 가능해진다,1
433,서울시민  명 중  명  공유도시 사업  안다,1
434, 인터뷰  박영선  첫 여성 시장으로 여성이 행복한 서울 만들 것 ,0
435, 금융 이슈  신한  오픈이노베이션 수료식 개최 외,0
436, 광화문 광장 사업  왜 서둘렀는지에 대한 문제의식은 갖고 있어 ,1
437,서울시  전자투표 기반 협치 시스템  엠보팅  시민참여단 공모,0
438,서울시민    녹색교통지역 몰라 ,0
439,서울시민  명 중  명  자원공유  필요 응답 공유경제 넘어 공유 참여 희망,1
440,서울시  전자투표 기반 협치 시스템  엠보팅  시민참여단 공모,0
441,서울시민    녹색교통지역 몰라 ,0
442,서울시민  명 중  명  자원공유  필요 응답 공유경제 넘어 공유 참여 희망,1
443,서울관광재단  코로나 시대 관광 여가활동 관련 서울시민 취향 인터뷰 결과 발표,0
444,개발만 해놓고 운영 관리는 나 몰라라  공공 모바일앱 셋 중 하나가  세금도둑 ,0
445, 국민카드   특화  그린웨이브   카드  출시,0
446, 각양각색  차별화 요소 눈길 끄는 강북 오피스텔 어디 ,0
447,분양 성공 키워드  역세권  서울 강북 프리미엄 오피스텔  어반빌리움 수유  주목,1
448, 평균 오피스텔 수익률   넘는 강북에  어반빌리움 수유  분양 ,0
449, 미세먼지 걱정 끝  숲 공원 품은 힐링 라이프 맞춤형 오피스텔  어반빌리움 수유  시선집중,1
450,서울관광재단 서울시민 코로나  이후 실내활동 늘려 ,0
451,개발만 해놓고 운영 관리는 나 몰라라  공공 모바일앱 셋 중 하나가  세금도둑 ,0
452, 국민카드   특화  그린웨이브   카드  출시,0
453, 각양각색  차별화 요소 눈길 끄는 강북 오피스텔 어디 ,0
454,분양 성공 키워드  역세권  서울 강북 프리미엄 오피스텔  어반빌리움 수유  주목,1
455, 평균 오피스텔 수익률   넘는 강북에  어반빌리움 수유  분양 ,0
456, 미세먼지 걱정 끝  숲 공원 품은 힐링 라이프 맞춤형 오피스텔  어반빌리움 수유  시선집중,1
457,무인 주차관제 시스템으로 편리한 자동차 공유경제를 이끈다 ,0
458,서울시내 차량 운전자  이용 경로 결정 요소는  도로 소통 상태  ,0
459, 그 동네를 알려드림  애견 호텔에 산책로 반려견과 행복한 성북살이,1
460,서울시내 차량 운전자  이용 경로 결정 요소는  도로 소통 상태  ,0
461, 그 동네를 알려드림  애견 호텔에 산책로 반려견과 행복한 성북살이,1
462,교통 정책 등 시민 삶 속 파고드는  생활밀착형 성남형 복지 ,1
463,강남 관광이 더 즐거워지는  더강남 ,0
464,클라우드 전문기업 디딤   산업발전  국무총리  표창,0
465, 소비자칼럼  자전거 공유서비스  이제는 변화해야 할 때 ,0
466,서울시 자전거교육  주행 정비  원스톱  안전교육에 인기,1
467, 차보다 사람 먼저   걷는 도시  서울 로,1
468, 권수정 정의당 서울시의원   일제 잔재인  근로  대신  노동 이라는 이름 되찾고 싶었다 ,0
469,서울 전역에  무료 공공 와이파이  설치해 스마트 서울 만든다,0
470,서울시 다산콜  이달  일 일시 중단,1
471,서울시  시스템교체 위해 다산콜   일 중단,0
472,제조사  지자체 그리고 셰어링 서비스들이 준비하는 라스트 마일 솔루션 대결,1
473,강남구  지자체 첫 모바일 앱  더강남  개통 환경 교통 관광 등 다양한 정보 제공,1
474,강남구  지자체 최초 모바일서비스  더강남  출시,1
475, 스마트시티  강남구  전국 지자체 최초 통합 모바일서비스 출시,1
476,넥스지 김익수 대표   글로벌 차세대방화벽 사물인터넷 보안벤더 목표 ,1
477, 우리 학교 어때   융복합교육이 강점인 세종대  맛있는 학식과 편리한 교통은 진짜 최고죠 ,1
478, 데스크가 만났습니다 정택동 차세대융합기술연구원장  공공융합플랫폼으로 사회문제 해결 ,0
479, 대학생 이슈 리포트    미래 성장을 위한 국내   도입 검토의 필요성,1
480,강남구 통합 모바일서비스,0
481,넥스지 김익수 대표   글로벌 차세대방화벽 사물인터넷 보안벤더 목표 ,1
482, 우리 학교 어때   융복합교육이 강점인 세종대  맛있는 학식과 편리한 교통은 진짜 최고죠 ,1
483, 데스크가 만났습니다 정택동 차세대융합기술연구원장  공공융합플랫폼으로 사회문제 해결 ,0
484, 대학생 이슈 리포트    미래 성장을 위한 국내   도입 검토의 필요성,1
485,수십억 투자했는데  잘 몰라요 절반 이상 폐기된 서울시 앱,0
486, 일 조달청 입찰정보 종합  대구공산초등학교 강당동 내진보강공사  대구동덕초등학교 창호교체공사외 나라장터 입찰 공고,0
487,강동구  어르신일자리사업 평가보고회 개최,1
488,서울시  나눔카  만 대로 확대 지정 장소 반납 불편  해소해야,0
489, 아이돌터뷰    입덕포인트  무대 잘하는 일곱 장신들 ,0
490,수십억 투자했는데  잘 몰라요 절반 이상 폐기된 서울시 앱,0
491, 일 조달청 입찰정보 종합  대구공산초등학교 강당동 내진보강공사  대구동덕초등학교 창호교체공사외 나라장터 입찰 공고,0
492,강동구  어르신일자리사업 평가보고회 개최,1
493,서울시  나눔카  만 대로 확대 지정 장소 반납 불편  해소해야,0
494, 아이돌터뷰    입덕포인트  무대 잘하는 일곱 장신들 ,0
495,상위지역  정책 호응한 주민 덕  성적 아쉬운 곳  심기일전 할 것 ,1
496,  지자체 평가  예산 두 배 늘린 생활 밀착형 복지  박원순 시장 부동의 선두,0
497,장단점 극명 공영 공유  광주 무인자전거는 ,0
498,이지윤 서울시설공단 이사장,0
499,서울시 예산정책협의회 모두발언,0
500,서울시 예산정책협의회 모두발언,0
501, 민선 기 단체장에 듣는다   주민의 힘이 행정의 힘보다 강하다 소통하는 중랑시대 열 것 ,0
502, 촌철살  길거리 아무데나 세운 것 같아도 데이터로 분석한  핫플  카카오 바이크,0
503,박 시장의 과제  시민민주주의 실현,1
504, 서울 페이 유급 병가   만 자영업자들에 구세주 될 것 ,0
505,택시승차대도  스마트  새 옷 입는다,0
506, 인터뷰  박원순  년 전 아름다운 양보 맞지만 가는 길이 달라졌다 ,1
507,오규석 조은희  기적의 생환  본보 단체장 평가 정확했다,1
508,가정의 위기 진단   인 가구 시대 심층 조명  해법은 ,0
509,누구를 위한 한강 자전거도로인가,1
510, 앱 어워드 코리아     시대의 본격 도래  무한 상상이 현실로 ,1
511,박원순  내 정책은 미세먼지 근본해결 위한 장기대책 ,0
512,대중교통 활성화 특단의 대책 마련하라,0
513,서울 택시승차대  스마트 로 옷 갈아입는다,0
514, 동영상뉴스  공유경제   나홀로  소유에서  모두의  공유로,1
515,시민이 체감할 수 있도록 서울시 정책제안 토론회 ,1
516,외국선 잘 나가는 공유경제  한국선 안되는 이유,0
517,        이재성 대표  카드 하나로 즐기는 서울 투어 관광복지의 시작이죠 ,1
518,전동킥보드  달러에 빌려줬더니   억달러  대박,0
519, 인터뷰 중랑 류경기  한국당  년 독식 끝내고 미래를 꿈꾸자 ,1
520, 지방선거 릴레이 인터뷰 박원순  꿈이 이뤄지는 도시  서울을 만들겠다 ,0
521, 선택  대 직장인들  원순씨  집문제 해결되면 결혼할게요 ,0
522, 이슈분석  자가망 확대하는 지자체,0
523, 서의동의 사람 사이 박원순 현장  없는 정책은 탁상공론 지방정부 잘될수록 국력 커진다,0
524, 서울시장 후보 연쇄 인터뷰  박원순 더불어민주당 후보,0
525,임신 준비 목록  순위는 단연   운전면허 와  자가용 ,1
526,서울관광 필수품 디스커버 서울패스  업그레이드판 출시,0
527,제주도에서 꽃 피운 전기차  서울이 관심 가져야 할 이유,1
528,서울 중구  노인 일자리사업 참여자 모집,0
529,서울시 경북도  경쟁력 높은 광역자치단체 광역단체로 선정,0
530,서울 중구  노인 일자리사업 참여자 모집,0
531,서울시 경북도  경쟁력 높은 광역자치단체 광역단체로 선정,0
532, 오늘의 조간 정치뉴스 월 일 목 ,0
533,서울시 공유경제 궤도진입 민간참여 제도정비 필요,0
534, 빈 시계를 차고 제 자신과 캠페인 하고 있습니다 ,1
535,서울시민 절반  공유정책 모른다 개별 사업은 알아,0
536,공유자전거  모바이크  역세권 프리미엄에도 변화 줄까,1
537, 모바일결제로 무장 도시를 바꾸는  공유자전거 혁명 ,1
538, 시도지사 열전  박원순   쏘카 에어비앤비 같은 공유경제에 미래가 달렸다 ,1
539,서울시  대중교통시책평가 대상,1
540, 빈 시계를 차고 제 자신과 캠페인 하고 있습니다 ,1
541,서울시민 절반  공유정책 모른다 개별 사업은 알아,0
542,공유자전거  모바이크  역세권 프리미엄에도 변화 줄까,1
543, 모바일결제로 무장 도시를 바꾸는  공유자전거 혁명 ,1
544, 시도지사 열전  박원순   쏘카 에어비앤비 같은 공유경제에 미래가 달렸다 ,1
545,서울시  대중교통시책평가 대상,1
546,엄마 아빠와 함께 하는 공연 전시,1
547, 년의  개의 결정적인 장면,1
548,서울관광필수품  디스커버 서울패스  혜택 추가,0
549, 디스커버 서울패스  무료 할인 혜택  ,0
